Code,Disease_Name,Symptoms,Search_Quality,Core_Terms
SN6Y,nail disorders,"Although the nail is a structure produced by the skin and is a skin appendage, nail diseases have a distinct classification as they have their own signs and symptoms which may relate to other medical conditions. Some nail conditions that show signs of infection or inflammation may require medical assistance. (Source: Nail disease)",Wikipedia match,nail
SN6Z,"Nail disorders (TM2),",No reliable medical information found from available sources,No match,"nail, (tm2),"
,- - - - Hair disorders (TM2),Skipped - Not a specific disease,Skipped,
SN70,Furunculosis of scalp disorder,"A boil, also called a furuncle, is a deep folliculitis, which is an infection of the hair follicle. It is most commonly caused by infection by the bacterium Staphylococcus aureus, resulting in a painful swollen area on the skin caused by an accumulation of pus and dead tissue. (Source: Boil)",Wikipedia match,"furunculosis, scalp"
SN71,Baldness disorder,Inflammation or scarring is not usually present. Hair loss in some people causes psychological distress. (Source: Hair loss),Wikipedia match,baldness
SN72,Folliculitis disorder,Folliculitis is the infection and inflammation of one or more hair follicles. The condition may occur anywhere on hair-covered skin. (Source: Folliculitis),Wikipedia match,folliculitis
SN73,Premature greying of hair disorder,"Premature greying of hair is the process of greying of hair occurring at an unusually early age. It can have negative effects on self-confidence, self-esteem, and social acceptance of the affected individual. (Source: Premature greying of hair)",Wikipedia match,"premature, greying"
SN7Y,hair disorders,Hair is a protein filament that grows from follicles found in the dermis. Hair is one of the defining characteristics of mammals. (Source: Hair),Wikipedia match,hair
SN7Z,"Hair disorders (TM2),",Hair is a protein filament that grows from follicles found in the dermis. Hair is one of the defining characteristics of mammals. (Source: Hair),Wikipedia match,"hair, (tm2),"
SN90,Patchy alopecia disorder,Inflammation or scarring is not usually present. Hair loss in some people causes psychological distress. (Source: Hair loss),Wikipedia match,"patchy, alopecia"
SN91,Dandruff disorder,"Symptoms include flaking and sometimes mild itchiness. A more severe form of the condition, which includes inflammation of the skin, is known as seborrhoeic dermatitis. (Source: Dandruff)",Wikipedia match,dandruff
SN92,Carbuncle disorder,The presence of a carbuncle is a sign that the immune system is active and fighting the infection. (Source: Carbuncle),Wikipedia match,carbuncle
SN9Y,"skin, nail and hair disorders","PubMed findings: Clinical Photography in Dermatology: A Cross-Sectional Analysis From the Patient's Perspective in a Tertiary Care Center in Tamil Nadu, India.",PubMed match,"skin,, nail"
SN9Z,"Skin, nail and hair disorders (TM2),","PubMed findings: Characterization of the clinical features, laboratory findings, and outcomes of human fascioliasis in a global network: a retrospective mutlicenter study.",PubMed match,"skin,, nail"
,"Bone, joint and muscle disorders","A joint or articulation is the connection made between bones, ossicles, or other hard structures in the body which link an animal's skeletal system into a functional whole. They are constructed to allow for different degrees and types of movement. (Source: Joint)",Wikipedia match,"bone,, joint"
,- - - - Bone disorders (TM2),Skipped - Not a specific disease,Skipped,
SP00,Osteoporosis disorder,"Osteoporosis is a systemic skeletal disorder characterized by low bone mass, micro-architectural deterioration of bone tissue leading to more porous bone, and consequent increase in fracture risk. (Source: Osteoporosis)",Wikipedia match,osteoporosis
SP0Y,bone disorders,"A bone is a rigid organ that constitutes part of the skeleton in most vertebrate animals. Bones protect the various other organs of the body, produce red and white blood cells, store minerals, provide structure and support for the body, and enable mobility. (Source: Bone)",Wikipedia match,bone
SP0Z,"Bone disorders (TM2),","A bone is a rigid organ that constitutes part of the skeleton in most vertebrate animals. Bones protect the various other organs of the body, produce red and white blood cells, store minerals, provide structure and support for the body, and enable mobility. (Source: Bone)",Wikipedia match,"bone, (tm2),"
,- - - - Joint disorders (TM2),Skipped - Not a specific disease,Skipped,
SP10,Polyarthritis disorder,It can be associated with autoimmune conditions; it may be experienced at any age and is not sex specific. (Source: Polyarthritis),Wikipedia match,polyarthritis
SP11,Rheumatism disorder,"Rheumatism does not designate any specific disorder, but covers at least 200 different conditions, including arthritis and ""non-articular rheumatism"", also known as ""regional pain syndrome"" or ""soft tissue rheumatism"". (Source: Rheumatism)",Wikipedia match,rheumatism
SP12,Osteoarthritis disorder,"The most common symptoms are joint pain and stiffness. Usually the symptoms progress slowly over years. Other symptoms may include joint swelling, decreased range of motion, and, when the back is affected, weakness or numbness of the arms and legs. (Source: Osteoarthritis)",Wikipedia match,osteoarthritis
SP13,Hip joint pain disorder,"In vertebrate anatomy, the hip, or coxa in medical terminology, refers to either an anatomical region or a joint on the outer (lateral) side of the pelvis. (Source: Hip)",Wikipedia match,"hip, joint"
SP14,Gout disorder,"Gout is a form of inflammatory arthritis characterized by recurrent attacks of pain in a red, tender, hot, and swollen joint, caused by the deposition of needle-shaped crystals of the monosodium salt of uric acid. (Source: Gout)",Wikipedia match,gout
SP15,Frozen shoulder disorder,"Adhesive capsulitis, also known as frozen shoulder, is a condition associated with shoulder pain and stiffness. The shoulder itself, however, does not generally hurt significantly when touched. Complications can include fracture of the humerus or biceps tendon rupture. (Source: Adhesive capsulitis of the shoulder)",Wikipedia match,"frozen, shoulder"
SP1Y,joint disorders,"A joint or articulation is the connection made between bones, ossicles, or other hard structures in the body which link an animal's skeletal system into a functional whole. They are constructed to allow for different degrees and types of movement. (Source: Joint)",Wikipedia match,joint
SP1Z,"Joint disorders (TM2),","A joint or articulation is the connection made between bones, ossicles, or other hard structures in the body which link an animal's skeletal system into a functional whole. They are constructed to allow for different degrees and types of movement. (Source: Joint)",Wikipedia match,"joint, (tm2),"
,- - - - Muscle disorders (TM2),Skipped - Not a specific disease,Skipped,
SP20,"Muscle pain, twisting disorder","Among many other muscle proteins, present are two regulatory proteins, troponin and tropomyosin. (Source: Muscle)",Wikipedia match,"muscle, pain,"
SP21,Atony disorder,This glossary of medicine includes definitions of medical terminology and other terms pertaining to medicine and related fields. (Source: Glossary of medicine),Wikipedia match,atony
SP2Y,muscle disorders,"Among many other muscle proteins, present are two regulatory proteins, troponin and tropomyosin. (Source: Muscle)",Wikipedia match,muscle
SP2Z,"Muscle disorders (TM2),","Among many other muscle proteins, present are two regulatory proteins, troponin and tropomyosin. (Source: Muscle)",Wikipedia match,"muscle, (tm2),"
SP40,Achillodynia disorder,"PubMed findings: Alteration of the calf strength by heel cord lengthening, gastrocnemius recession through tenotomy or fasciotomy. A retrospective clinical force analysis before and after surgery.",PubMed match,achillodynia
SP41,Sciatica disorder,"Typically, symptoms occur on only one side of the body; certain causes, however, may result in pain on both sides. Lower back pain is sometimes present. (Source: Sciatica)",Wikipedia match,sciatica
SP42,Lumbar spondylosis disorder,"Spondylosis is the degeneration of the vertebral column from any cause. In the more narrow sense, it refers to spinal osteoarthritis, the age-related degeneration of the spinal column, which is the most common cause of spondylosis. (Source: Spondylosis)",Wikipedia match,"lumbar, spondylosis"
SP43,Lumbo-sacroiliac disorder,No reliable medical information found from available sources,No match,lumbo-sacroiliac
SP44,Torticollis disorder,"Torticollis, also known as wry neck, is an extremely painful, dystonic condition defined by an abnormal, asymmetrical head or neck position, which may be due to a variety of causes. (Source: Torticollis)",Wikipedia match,torticollis
SP45,Cervical spondylosis disorder,"Spondylosis is the degeneration of the vertebral column from any cause. In the more narrow sense, it refers to spinal osteoarthritis, the age-related degeneration of the spinal column, which is the most common cause of spondylosis. (Source: Spondylosis)",Wikipedia match,"cervical, spondylosis"
