Sr No.,NAMC_ID,NAMC_CODE,NAMC_term_DEVANAGARI,System,NAMC_TERM2,Tamil_term,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Definition
969,1006,ED-10.9,ग्रन्थिविसर्पः/वातकफजविसर्पः,Ayurveda,,,,,,,"the disorder is characterized by kaphāśayē kr̥cchrapākī granthimālā [a series of slow rippening nodules in kapha dominant region], sirāsnāyumāṁsatvagāśritagranthīnāṁ mālā [a series of nodules associated in region with vessels, muscles,skin], tīvrarujā [severe pain], sthūla/ aṇu granthi [large/small neolasm/growth], dīrgha/ vr̥tta granthi [elongated/round growth/neoplasm], raktavarṇagranthi [red colored neoplasm/growth], jvaraḥ [fever], atisāraḥ [diarrhoea], kāsaḥ [cough], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing], śōṣaḥ [dryness/wasting/emaciation], mōhaḥ [confusion/delirium], vaivarṇyam [discolouration], arōcakaḥ [tastelessness], avipākaḥ [indigestion], prasēkaḥ [excessive salivation], chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], aṁgabhaṁgaḥ [breaking type of pain in body], nidrā [sleep], aratiḥ [distress/dicontent/restlessness], agnisadanam [diminution of agni (digestive power)], kharagranthiḥ [rough nodules], bhramaḥ [giddiness or dizziness]"
970,1007,ED-10.10,कर्दमविसर्पः/पित्तकफजविसर्पः,Ayurveda,,,,,,,"the disorder is characterized by śītajvaraḥ [fever with chills], śirōgurutvam [heavyness of head], dāhaḥ [burning sensation], staimityam [a sensation of being covered with wet clothes], aṅgāvasādaḥ [fatigue], nidrā [sleep], tandrā [drowsiness/lassitude], mōhaḥ [confusion/delirium], annadvēṣaḥ [aversion to food], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], agnināśaḥ/agnihāniḥ [loss of agni (digestive power)], daurbalyam [weakness], asthi-bhēdaḥ [breaking/splitting type of pain in the bones], mūrcchā [syncope/attacks of swooning], pipāsā [thirst], srōtasāṁ pralēpaḥ [feeling of wrapped of srōtasa], jāḍyam indriyāṇām [dullness/inactiveness/sluggishness of sense organs], prāyōpavēśanam [defecation of stools with āma], aṁgavikṣēpaṇam [convulsive movements of body], aṁgamardaḥ [generalized bodyache], aratiḥ [distress/dicontent/restlessness], autsukyam [anxious curiosity], prāyaḥ āmāśayē visarpati alasakaḥ [predominantly in āmāśaya region], ēkadēśagrāhī [affecting specific organ/region/body part], raktapiḍakāvakīrṇāvakāśaḥ/lōhita [area comprised of red nodules], pītapiḍakāvakīrṇāvakāśaḥ/atipītaḥ [area comprised of yellowish nodules], pāṇḍupiḍakāvakīrṇāvakāśaḥ/pāṇḍuraḥ [area comprised of whitiish nodules], mēcakābhapiḍakāvakīrṇāvakāśaḥ [area comprised of mēcaka (as like eyes of peacocks tail or collyrium) nodules], kālapiḍakāvakīrṇāvakāśaḥ [area comprised of blackish nodules], malināvakāśaḥ [misty /unclean area], snigdhāvakāśaḥ [unctuous area], bahūṣmāvakāśaḥ [area with excessive heat], guru [heaviness], stimitavēdanā [heavy and wet feeling with pain], śvayathumān [oedematous], gambhīrapākaḥ [deep seated suppuration], nirāsrāvaḥ [without any discharge], śīghraklēdaḥ [getting moist very quickly], svinnamāṁsam [soft tissue and muscles with sweat], klinnamāṁsam [soft tissue and muscles with moisture], svinnatvak [skin with sweat], klinnatvak [moist skin], pūtimāṁsa [putrifaction of māṁsa], pūti tvak [putrid smell], kramēṇālparuka [gradual mild pain], parāmr̥ṣṭō avadīryatē kardama iva [breaks down on touch and feel like muddy, slushy], avapīḍitō antaraṁ prayacchati [falls down after suppuration], upaklinnapūtimāṁsatyāgī (avapīḍitē) [(on pressure) foul smelling n moist soft tissue], sirāsnāyusaṁdarśī [blood vessels and soft tissue/muscles are visible], kūṇapagandhiḥ [cadaveric smell], saṁjāhāniḥ [loss of conciousness], smr̥tihāniḥ [dementia], stambhaḥ [rigidity/stiffness], arōcakaḥ [tastelessness], bhramaḥ [giddiness or dizziness], indriyagauravam [dulling of senses], āmōpavēśanaḥ [defecation of stools with āma], gambhīrapākaḥ [deep seated suppuration], spr̥ṣṭaḥ klinnōऽvadīryatē| [friable to touch as it is sodden], paṅkavacchīrṇamāṁsaḥ [appears like mud due to muscles being decayed], spaṣṭasnāyu-sirāgaṇaḥ [exposed ligamentstendons and the vascular bundles], śavagandhaḥ [cadaveric smell]"
972,1009,ED-10.12,क्षतजविसर्पः,Ayurveda,,,,,,,"the disorder is characterized by śyāvaśōpham [grey colored oedema], lōhitaśōpham [red colored oedema], jvaraḥ [fever], dāhaḥ [burning sensation], pākam [inflammation/suppuration], kulatthasadr̥śaḥ sphōṭaḥ [kulattha seed like vescicles], asitasphōṭaḥ [blackish eruptions], rujā [pain]"
973,1010,ED-10.13,असाध्य-विसर्पः,Ayurveda,,,,,,,"the disorder is characterized by marmāgatam [that which affects marma], śīrṇamāṁsam [withering of māṁsa], śīrṇasnāyu [withering of sinews], śīrṇasirā [withering of veins], praklinnaḥ [weeping], śavagandhaḥ [cadaveric smell]"
974,1011,ED-10.14,विसर्प-उपद्रवः,Ayurveda,,,,,,,"the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], vamathu [vomiting], tvak daraṇaṁ [breaking and withering of skin], māṁsa daraṇaṁ [breaking and withering of muscle-tissue], klamaḥ [exhaustion without exertion], arōcakaḥ [tastelessness], avipākaḥ [indigestion]"
976,1013,SN31 (ED-11),फिरङ्गः,Ayurveda,,,,,,,"It is characterised by painless, hard ulcers on the genetalia may be associated with discharge. This may be explained by: (a) Involvement of the three dosha and tissues such as blood, muscle and bone, which causes ulcer."
977,1014,ED-11.1,बाह्यफिरङ्गः,Ayurveda,,,,,,,"the disorder is characterized by visphōṭasadr̥śaḥ [lesions or eruotions appear on the penis], alparuk [mild pain], sphuṭitō vraṇavat vēdyaḥ [pain as wound]"
978,1015,ED-11.2,अभ्यन्तरफिरङ्गः,Ayurveda,,,,,,,"the disorder is characterized by sandhiṣu āmavāta iva vyathām [associated with joint pains like rheumatism], śōthaḥ [oedema], kaṣṭasādhyaḥ [difficult to cure]"
980,1017,SM44 (ED-12),प्लीहरोगः,Ayurveda,,,,,,,It is characterised by enlargement of spleen. This may be explained by: (a) Dislodgement of spleen from its site due to over-exertion and related causes or enlargement of spleen due to aggravation of blood.
981,1018,ED-12.1,वातजप्लीहरोगः,Ayurveda,,,,,,,"the disorder is characterized by nityaṁ ānadhdakōṣṭhaḥ [continuous flatulence], nityaṁ udāvartapīḍitaḥ [reversed peristalsis], vēdanā [pain]"
982,1019,ED-12.2,पित्तजप्लीहरोगः,Ayurveda,,,,,,,"the disorder is characterized by sajvaraḥ [associated with fever], sapipāsā [thirst], sadāhaḥ [associated with burning sensation], mōhaḥ [semiconsciousness or stupefaction], pītagātraḥ [yellowishness]"
983,1020,ED-12.3,कफजप्लीहरोगः,Ayurveda,,,,,,,"the disorder is characterized by mandavyathā [mild pain], sthūlaḥ [broad, hard], kaṭhinaḥ (udaraḥ) [tenseness], gauravam (udarasya) [heaviness of body], arōcakaḥ [tastelessness]"
985,1022,ED-12.5,रक्तजप्लीहरोगः/रक्तज-प्लीहोदरः,Ayurveda,,,,,,,"the disorder is characterized by klamaḥ [exhaustion without exertion], bhramaḥ [giddiness or dizziness], vidāhaḥ [internal burning sensation], vaivarṇyam [discolouration], gātragauravam [heaviness of body parts], mōhaḥ [semiconsciousness or stupefaction], raktōdaratvam [reddening of the abdomen]"
987,1024,SM01 (ED-13),श्लीपदः,Ayurveda,,,,,,,"It is characterised by a disorder characterised by non-pitting swelling of legs, unilateral or bilateral, swollen glands in groin, may be associated with fever. This may be explained by: (a) Vitiation of flesh, kapha and blood."
988,1025,ED-13.1,वातजश्लीपदः,Ayurveda,,,,,,,"the disorder is characterized by kharaśōphaḥ [swelling rough on touch], kr̥ṣṇaśōphaḥ [black coloured swelling], paruṣaśōphaḥ [rough oedema], bahuśaḥ parisphuṭati [excessive cracks], rūkṣaḥ [rough swelling], tīvravēdanayutaḥ [severe pain], animittarujaḥ [pain appears without cause], bahuśa-jvaraḥ [frequent attacks of fever], paripōṭayutam [peeling of skin]"
989,1026,ED-13.2,पित्तजश्लीपदः,Ayurveda,,,,,,,"the disorder is characterized by pītāvabhāsaśōphaḥ/ pītasaṁkāśaśōphaḥ [yellowish coloured swelling], īṣata mr̥du śōphaḥ/ mr̥duśōphaḥ [soft swelling], jvaraḥ [fever], dāhaḥ [burning sensation]"
990,1027,ED-13.3,कफजश्लीपदः,Ayurveda,,,,,,,"the disorder is characterized by śvētaśōphaḥ [whitish coloured swelling], snigdhāvabhāsaśōphaḥ/snigdhaḥ/snigdhavarṇaḥ [glossy swelling], mandavēdanā/ aruk [mild pain], bhārikama [heavy in nature], mahāgranthikam [huge swelling], kaṇṭakairupacitam [associated with thorn like projections], guruśōphaḥ [heavy swelling in the inguinal region and in the foot], māṁsāṁkuraiścitam [associated with muscular growths], pāṇḍuśōphaḥ [pale swelling in the inguinal region and in the foot], guruśōphaḥ [heavy swelling], sthiraśōphaḥ [hard swelling in the inguinal region and in the foot]"
991,1028,ED-13.4,असाध्य-श्लीपदः,Ayurveda,,,,,,,"the disorder is characterized by saṁvatsarātītam [chronicity of more than one year], ati mahat [excessively large], vatmīkavat śōphaḥ [swelling resembling anthill], suparisrutiḥ [exudative swelling], kaṇṭakairupacitam [associated with thorn like projections]"
992,1029,ED-14,शीतपित्तम्,Ayurveda,,,,,,,"the disorder is characterized by varaṭīdaṣṭasaṁsthāna śōthaḥ [like that of sting of insect/wasp], kaṇḍūḥ [itching], tōdabahulaḥ [severe pricking type of pain], chardiḥ [vomiting], jvaraḥ [fever], vidāhaḥ [internal burning sensation], bahiḥ śōthaḥ [edematous lesions appear on the skin], vātādhikam [dominance of vātadōṣaḥ]"
993,1030,ED-14.1,शीतपित्त-पूर्वरूपम्,Ayurveda,,,,,,,"the disorder is characterized by pipāsā [thirst], aruciḥ [tastelessness], hr̥llāsaḥ [nausea], dēhasādaḥ [tiredness of the body], aṅgagauravam [heaviness in the body], raktalōcanatā [redness in the eyes]"
994,1031,ED-15,उदर्दः,Ayurveda,,,,,,,"the disorder is characterized by varaṭīdaṣṭasaṁsthāna śōthaḥ [like that of sting of insect/wasp], kaṇḍūḥ [itching], tōdabahulaḥ [severe pricking type of pain], chardiḥ [vomiting], jvaraḥ [fever], vidāhaḥ [internal burning sensation], bahiḥ śōthaḥ [edematous lesions appear on the skin], kaphādhikaḥ [dominance of kaphadōṣaḥ], utsaṁgaḥ [elevated lesions], rāgaḥ [redness/congestion], kaṇḍūḥ [itching], maṇḍalam [circular patches], vidāhaḥ [internal burning sensation]"
995,1033,SM52 (ED-16),भगन्दरः,Ayurveda,,,,,,,"It is characterised by opening in the skin near the anus having communication with the rectum due to deep and severe ulcers of rectum, may be associated with pain, passing of fecal matter and gases through the track. This may be explained by: (a) Injury, deranged digestive and metabolic factors leading to vitiation of skin, blood, muscle, fat tissue."
996,1034,ED-16.1,भगन्दर-पूर्वरूपम्,Ayurveda,,,,,,,"the disorder is characterized by kaṭīkapālavēdanā [pain at iliac region/iliac bones], kaṇḍūḥ [itching], dāhaḥ [burning sensation], gudaśōphaḥ [anal oedema], bhagandarapiḍikā [nodule leading to fistula-in-ano], dāhaḥ [burning sensation], rujā [pain]"
997,1035,ED-16.2,शतपोनकभगन्दरः/वातज-भगन्दरः,Ayurveda,,,,,,,"the disorder is characterized by aruṇavarṇapiḍakā [appearance of slightly red colored eruptions], tōdaḥ [pricking pain], śatapōnakavadaṇumukhaiśchidrairāpūryatē [full of multiple minute pores like that of sieve], apratikriyamāṇā ca pākamupaiti [if it remains untreated suppuration results], mūtrāśayābhyāsagatatvācca vraṇaḥ praklinnaḥ [due to close proximity to the urinary bladder the wound is always moist in nature], chidrāt ajasraṁ srāvaḥ [heavy discharge through opening], chidrāt acchaṁ srāvaḥ [clear discharge through opening], chidrāt phēnānuviddhasrāvaḥ [frothy discharge through opening], chidrāt adhikaṁ srāvaḥ [excessive discharge through opening], vraṇaḥ tāḍyatē [whipping pain], vraṇaḥ bhidyatē [tearing pain], vraṇaḥ chidyatē [biting pain], vraṇaḥ sūcībhiriva nistudyatē [pricking pain], gudaṁ avadīryatē [splitting sensation in anus], upēkṣitē chidraiḥ vātamutrapurīṣarētasāṁ āgamaḥ [if neglected flatulence, urine, faeces and semen starts oozing out of those openings], aṇumukhachidram [minute opening]"
998,1036,ED-16.3,उष्ट्रग्रीव-भगन्दरः/पित्तज-भगन्दरः,Ayurveda,,,,,,,"the disorder is characterized by raktavarṇapiḍakā [red colored nodule], tanvī piḍakā [smal nodule], ucchritapiḍakā [elevated noduel], cōṣaḥ [sucking type of pain], vraṇaḥ agni iva dahyatē [excessive burning in wound (like that of fire)], vraṇaḥ kṣāra iva dahyatē [burning sensation as chemical cautery], durgandham [foul smell], uṣṇaṁ āsrāvaḥ/ahimavāhinī [dischrge which is not cold], upēkṣitē chidraiḥ vātamutrapurīṣarētasāṁ āgamaḥ [if neglected flatulence, urine, faeces and semen starts oozing out of those openings], rakta-piḍakā (gudāśritām) [red eruptions in the anal region], āśupākaḥ [undergoes quick suppuration], pūtivāhinī [warm and foul smell discharge]"
999,1037,ED-16.4,परिस्रावी-भगन्दरः/श्लेष्मज-भगन्दरः,Ayurveda,,,,,,,"the disorder is characterized by śuklāvabhāsī piḍakā/ śvētāvabhāsaḥ [white coloured], sthirapiḍakā [immovable nodule (with large/fix base)], kaṇḍūmatī piḍakā [nodule with itching], kaṇḍūḥ [itching sensation], apratikriyamāṇā ca pākamupaiti [if it remains untreated suppuration results], kaṭhinavraṇaḥ [indurated], saṁrambhī [redness/congesion/inflammation], kaṇḍūprāyaḥ [associated with itching sensation], picchilasrāvaḥ/bahupicchā [slimy discharge], ajasraṁ srāvaḥ [continuos discharge], upēkṣitē chidraiḥ vātamutrapurīṣarētasāṁ āgamaḥ [if neglected flatulence, urine, faeces and semen starts oozing out of those openings], ghanasrāvaḥ [thick/dense discharge], mandavēdanā [mild pain]"
1000,1038,ED-16.5,परिक्षेपि-भगन्दरः/वातपैत्तिक-भगन्दरः,Ayurveda,,,,,,,"the disorder is characterized by parikṣipya gudaṁ gatiḥ [circular fistula around the anus], prākāraḥ parikhēva jāyatē [like that of pit around the fort]"
1001,1039,ED-16.6,ऋजु-भगन्दरः/वातकफज-भगन्दरः,Ayurveda,,,,,,,the disorder is characterized by r̥ju [forms a straight fistula]
